Age,Income,Transaction_amount,Is_high_risk,Number_of_accounts,Suspicion_score
41,46906.415615662,278.0259696597123,0,2,23.349195835499927
43,15830.743732841642,268.31782387082023,0,3,325.24132836023284
42,61962.26306717472,275.5800164807572,0,3,90.78395145178786
77,52178.060904281876,311.0821095133803,0,1,237.34242609846513
77,76927.46834958445,551.2407576578319,0,1,601.3810917193587
77,48882.38530203241,266.11403299006406,0,3,137.92462496520113
62,58495.10195778534,269.364653922869,0,3,416.0670974516965
58,62477.272641578944,306.55938456831785,0,1,329.3522869471243
46,23807.57662008213,409.02745063442603,1,4,270.81141095581756
32,89250.4991990239,157.9015438927221,0,3,360.36084116827055
62,43538.11418116075,345.5092736909645,0,2,172.6458418772319
18,57418.49903213727,218.2574823978838,0,2,213.61794006275102
42,59608.73010423727,355.3272688950949,0,2,115.12739745283913
24,37778.23808014554,250.6240057639544,0,3,188.91030096350428
26,77704.70497171405,69.58976602427134,0,4,135.3231873891558
41,53989.32904031649,336.95776026874853,0,4,432.8054527228272
18,46797.91044638999,336.11447703468684,1,1,-122.69221713944015
61,52077.61943582664,242.091969152057,0,3,304.57509401195546
25,61463.78297913535,236.16561398569976,0,4,303.8614676412966
41,50161.9724721455,168.86272749123475,0,3,246.41341052862117
28,63228.948655748594,377.30999415388715,0,1,429.08868649998317
68,24726.91791548391,388.2215782466808,0,1,91.05127564704642
34,38780.45015260264,212.09491148241102,0,1,209.85716036785635
25,17917.99527786027,246.00655404611493,0,2,-212.87173167695852
52,79955.12235264419,293.67108788610363,0,3,186.21397706685417
52,79759.88191527402,527.0865281035547,0,1,443.3757028759483
50,59399.24101299477,354.5121747588932,0,3,-33.58264760541749
76,34810.72893630453,205.6584484991621,0,2,192.13597613267424
22,85848.17408327485,330.3780309490505,0,2,139.2307368846953
59,40933.78282802432,162.33084593619182,1,1,165.90325589532083
56,46801.89309642254,371.7990309916171,0,1,67.24819153968734
75,52393.00108596084,467.55473935444854,0,4,-7.897644751319575
58,56772.73913028454,467.9791685083958,1,3,347.5440581033688
45,59657.03902556478,373.48935034743386,0,1,206.74366068092374
24,60259.424562116765,241.65876441318704,0,4,357.2105495029921
26,47832.13871969143,169.90982434858742,0,3,351.5428414740138
25,60021.51427635069,159.9794956630891,0,1,441.09272553681325
29,47161.88510756484,19.378289050145668,0,4,212.9589482086772
51,58689.55155308331,369.38557630079214,0,4,498.0418656568875
50,57459.37666746163,289.71644797756005,0,3,28.7354966544884
65,61442.709361971814,390.9216166453127,0,4,433.76954623410114
72,59569.50048531448,442.8031485234788,1,3,365.29739908854754
40,43363.51437633054,309.99055439024096,0,3,244.3446146946426
79,56880.65257338519,314.59616097131504,0,3,314.16736807652535
41,59800.996068723296,253.56796555025335,1,2,52.81101302537954
54,30633.134165769414,265.3915582827592,0,4,-61.5439378251898
52,45889.33464153456,372.8469912472934,1,3,581.0290056231981
61,59121.708368275,282.56249696346896,0,1,172.75523079344285
57,75639.38742094433,268.0992333247176,0,2,211.4900138130203
39,62373.50279193101,298.16831405571486,0,2,4.10194214117513
44,76585.66980466394,388.63301960615894,0,4,-14.321019529423609
52,44024.39914734577,230.73384421698972,0,3,173.4584069539341
18,53752.85738371465,293.34714824479676,1,4,188.52284529016345
52,62086.02949289177,324.52778377784296,0,2,226.97170871205805
54,15104.724297503344,416.0221903585239,0,3,169.24245570729406
64,72662.0482717179,276.0703223200581,1,1,760.8233450275803
31,22086.3517871803,228.2176613948278,0,3,79.27847356605243
20,64954.101024176045,251.56390557276444,0,2,541.0526141943178
18,60302.47685813969,405.3057433015379,1,1,579.5403710554222
22,14906.104962276702,503.3305298603465,0,3,310.87011996498495
43,15664.081146005039,168.62421863139673,0,1,61.16531764532741
72,71487.22876178758,190.4698384930143,1,1,-20.273025853669253
31,68220.83089529822,283.1203213297855,0,2,330.3424693903563
56,36787.04533267609,311.0956096068043,0,1,368.4460675662215
44,36771.816574339035,378.6969565554995,0,4,550.9508216608249
26,57689.07458564331,210.88669913985137,0,2,16.47522823591538
32,49808.83774267448,193.6890963350536,1,4,190.28130728180085
32,65815.92823773672,313.808715313363,0,1,34.23980992224037
43,57193.7138664963,274.15992797928317,0,4,105.1078220435364
59,73745.46190934803,392.6720997771525,0,3,399.6356406435367
77,64551.1666687059,348.7359803190384,0,1,88.11497749616848
30,60811.59573710866,355.5379347633219,0,3,72.32274948714763
68,44718.12919544489,289.5518653623133,1,4,397.790617671576
49,43620.18148757233,535.5580258568206,0,3,310.9439235695361
56,49223.61522942049,216.225201840624,0,1,250.0719902299383
66,77614.14604905812,361.0809833754775,0,3,140.7589187958508
69,43905.87905915324,173.03100129268927,0,4,453.71951389051577
78,53907.93480611024,192.65323222605477,0,4,219.97923229878415
49,16327.95638439036,239.26544012345448,0,4,622.62048453208
21,60137.13095066121,462.9323336618026,0,1,258.8007291615115
47,83857.9742163971,326.3894430454019,0,4,-176.3146756320977
54,35995.428361056125,240.9521931455625,0,1,-319.4890309187052
40,97616.63205690138,337.4436325954573,0,3,433.7676157424422
56,52733.6090698498,303.51478814245087,0,4,485.9175274201058
62,11406.031379234839,250.80266308608802,0,3,-28.873296917691434
32,44216.92640048133,160.33711442117723,1,2,624.6633187985107
60,69956.57844903624,443.854248451229,0,3,596.898369142016
46,79989.75809374706,320.9818128710042,1,2,334.1870501628241
53,60771.47822377525,517.3738373468238,0,3,361.1711286534592
30,73513.91631318451,394.03216205408796,0,1,425.33709230948114
49,32333.2168776147,355.13197247610424,1,3,588.1786104669429
24,39796.07619209138,256.4795671383033,0,1,301.6673024471294
76,24808.110769973144,190.46544361430833,1,1,196.2490963556069
68,40924.05386012145,278.22690155115527,0,4,334.1310373926882
39,61428.784796534994,187.5707405794169,0,1,309.0866999408568
45,53189.83643574529,365.0190380730754,0,2,397.7636141337969
19,63017.735549947734,463.265249769713,0,4,-51.64266253904054
59,35952.28973754895,273.908773388287,0,4,252.46614680341762
62,36867.124597822,394.4490972391197,0,3,285.26726043550326
79,53069.15314287369,231.07709297831434,0,1,174.67658217314442
74,40960.28292042027,269.7533161792649,0,1,325.7291863022788
70,69527.73752240142,218.50360154345572,0,2,615.1393593129567
23,40588.716734337846,86.68669649294895,0,3,197.48952933885866
45,42569.1613560313,296.3466650081389,1,3,363.1172053544145
45,56282.591208027305,312.84517375977526,0,4,555.1026518823428
61,44160.677124087604,406.58609987616376,1,4,281.2928654241627
61,31475.8340969388,379.54382526692876,1,4,43.21341024880866
37,33509.66262751867,380.89528990389954,0,2,298.26462406301215
47,58066.489376104335,202.5963776882123,0,2,-233.94061083858531
79,29619.327281569094,345.9497306070692,0,4,-275.83977996869083
28,70957.46641323216,458.2593965481592,0,3,334.34328190453186
75,39644.010735473756,337.9867850709081,0,2,-285.90737663833494
72,59243.237254520915,482.85936130649975,0,3,-16.261137845946337
45,40543.810639555486,501.8966111119863,0,3,135.2575696882451
42,36271.37930005453,273.15317297083544,0,1,15.574805948015268
56,53691.55523435273,230.30602549194282,0,4,190.8524123084762
79,65776.7520052385,223.853783458105,0,1,436.51291050998685
50,46289.48373709843,148.386417989678,0,4,245.11377154595084
18,49017.839693638096,248.1597100584478,0,4,44.98757003722912
74,62111.26041624202,420.76654497562464,0,3,517.1873898869017
44,62607.90875377334,79.596242474876,0,4,-62.59600555380388
79,49422.62419970388,196.25465992862536,0,3,242.8474161466902
74,43347.801612720665,287.28685583480024,0,3,-112.59290619341951
69,51239.83939167547,212.28147993782997,0,4,264.1714079232418
30,47136.327629174855,247.27140557597795,0,3,135.274315037428
58,54694.612277252774,248.76703255776965,0,3,430.71351011555606
20,32085.94359731371,274.24597799382514,0,3,315.7343792328559
56,54157.7236903812,227.05453038902613,0,2,83.59303402133244
23,39225.44875743877,218.8786786144452,0,3,24.550837213073805
25,63588.314172357546,393.4309745921231,0,2,173.50037919750554
44,39912.98225944227,404.96541778603455,0,2,565.436798304356
26,40173.35349213602,161.94566547525906,1,3,530.354969753414
79,56680.982366176104,24.04026007271159,0,3,2.112353665893238
54,50213.178332242955,406.3374849570931,0,2,371.1051727604649
50,84149.77439598256,177.11995814478627,0,2,-90.27474117300937
68,25560.460841686214,321.274483845974,0,3,73.7798778564968
59,51647.794204321166,143.43281269717826,0,3,12.125999105868459
61,66944.74227458556,429.7754985259672,0,4,480.7229259162561
41,41325.29115609049,554.3667895301528,0,2,-50.056242692486165
32,36341.6323289018,318.2806909205337,0,2,260.3813808343514
76,36937.030285305074,290.58973515404836,0,4,193.0750583992077
71,25820.582305248732,267.7860424809936,1,2,143.33000291269477
49,70245.56940966043,378.17993113129114,1,1,602.6257220813295
49,45055.739872903876,356.76867509345857,0,2,547.7277857220158
41,43279.59290299654,400.34984535528645,0,4,187.71560665092747
58,18138.528885047395,237.20834774019175,0,1,50.814632424115146
69,28494.371413071727,334.0117706404645,0,3,-130.98474387044348
66,71980.8463327864,245.7531933293804,0,4,257.68521455066883
79,54546.58499150868,194.2284351929946,0,4,609.176664651515
66,67497.51244887659,295.89845789965364,0,3,218.83780278213388
75,65599.88659744745,207.74872696229178,1,4,417.72650251988
69,34990.695791405895,417.3726997742588,0,2,-97.78080322361521
29,86447.71592980954,213.8079621984177,0,3,187.3212421327405
79,79245.98893401845,336.354594068736,0,4,374.6204984354406
56,41543.503368154474,239.65777012402776,0,3,208.22526335832228
19,-3523.0794903982314,327.7062750437512,0,3,270.657935405691
20,44652.01865083885,247.60034265446436,0,3,73.52969465539137
66,53574.44393182173,174.27887251424625,0,1,-165.42093464966496
54,41484.214478364636,348.37727409518453,1,4,462.2242024307018
66,46677.16854972924,276.4584378086778,0,1,-6.229676973855419
73,37570.12945493308,328.59849407224596,0,4,299.32091381748756
34,63824.52077530771,257.11570643695626,0,2,313.53198549199413
76,50954.49860552833,167.2063486231548,1,2,-114.12100693302625
66,64272.71094414431,408.31785970562566,0,2,449.2022913068563
19,68333.05019311905,373.67577554410883,0,4,150.72023903485515
19,17385.146538700297,243.3039024446756,1,3,180.1116077192605
45,38442.166837488454,306.9779213498798,0,3,115.94561301685359
71,40639.56059539184,404.20194831629374,1,1,536.2176164689948
40,88570.58539533174,254.29616641376032,0,1,531.268829068852
54,52235.08050350486,269.81154948094485,0,2,-161.0156007990402
49,62188.40894544596,324.36325000073737,0,1,668.5785672726033
50,21789.62346088233,254.09089364454138,0,4,23.326989783179528
18,52148.23178746282,385.70919969870226,0,4,653.3547189411635
36,64674.394731743865,283.1099219692562,0,1,166.41786723241643
79,62929.47627590234,221.59641250060258,0,1,139.83525258347794
19,59350.99158374527,360.86388298739945,0,1,165.322824850666
70,50195.007597426884,185.78693505686533,1,1,128.8107797046423
61,50923.52930938177,501.48785611242135,1,2,756.87515179465
43,24601.00737935316,458.2496363580202,0,2,149.75433853038152
49,36492.00672219285,351.3495476921015,1,1,137.65968170585793
23,53464.15934582245,342.9331021819902,0,4,246.62378040843274
49,39260.36289610692,338.24414178192984,0,2,-11.121899414534198
72,60332.57370549177,251.09052140810928,0,4,555.1983064098447
21,57001.73825397294,329.73096456808423,0,3,-67.23959417387192
72,70510.5538208299,207.68673895421517,0,4,128.98806012280028
28,64373.80739228857,350.38184184401814,0,1,411.11786093833734
73,53408.92113701852,386.7846943031295,0,3,233.9667378578364
76,61219.706510928736,262.1913899016665,0,2,328.50158851203344
34,65076.53243449484,240.48982058452805,0,2,530.8348702645285
55,42388.440711380266,178.75229753520904,1,3,413.4124208427774
41,45060.03502520297,445.7955233565691,0,4,252.1948914142919
22,48547.60943909884,248.43359661577887,1,2,639.8071085101353
69,42867.04183753476,280.12609639833767,1,1,78.07946355565662
51,65235.30417595226,330.01555849957253,1,3,253.4102360033512
23,40590.34187484044,328.22076428899345,1,1,197.91469387802692
39,68774.77207099737,374.656009568107,1,3,264.5307918954095
28,44495.40201679426,262.0670080161671,0,2,-28.64462655702684
65,57085.94964259037,186.1332061529087,0,4,-93.94474513162803
33,52496.22723144333,168.6334691027684,0,3,285.29611624900224
50,35360.302875625,242.07447671571535,0,3,48.2332963126901
26,49701.654057638145,204.8149525325376,0,1,561.4465611647861
77,55004.65297175896,269.6383294692242,0,2,192.46467424339244
76,49035.60969334253,430.7578810759983,1,1,180.84915599598685
23,29859.401622405738,262.2721794116311,1,2,404.81397846650543
33,75521.43865289257,262.23491386654433,1,1,347.70489618198394
46,51315.49224292604,298.36012237442117,0,3,177.3635111658844
20,38085.46137254717,259.4375008787934,0,1,33.96832328008503
37,74311.52035200912,293.2608764281806,0,4,999.4894891466513
77,59260.84714580488,354.08692224813467,0,2,296.28753896877095
76,31997.450053975863,388.4751054763314,0,2,389.7283261324641
53,34332.57880400182,400.32131997390235,0,3,-15.891814441305172
36,46664.07920168237,505.68522207310195,1,2,128.29960332593998
43,54459.60468274733,356.93594461724376,0,4,657.0819814852767
20,59341.99747195883,523.447890134931,0,1,510.4149718285377
36,64252.67719292852,222.3518191940357,0,3,322.26495705191724
37,58093.58609600214,509.1284902424585,0,4,180.78584285684542
49,70201.18967961494,261.96239457804097,0,2,189.7914644257188
24,51901.897395207045,271.7981069236965,1,2,95.76145843155791
69,38605.40929282667,288.01274525771265,0,4,-35.357772916303674
58,49949.7369551154,278.1379288841269,0,1,372.4821036508463
50,48965.29009481312,308.5840396726503,0,1,296.555228715303
57,11326.76855506262,241.99719975115607,0,3,274.06902035369546
56,41579.49711356512,382.9962173071372,0,2,124.07901836539112
35,54713.05599425676,244.71649653788205,0,4,275.0255566689344
57,43636.76652182321,365.5610398252892,0,1,97.42088403134845
18,40306.85957265501,452.77236195237646,0,3,60.429342786486416
28,63670.64293706846,264.28976301922603,0,2,557.1827494044946
45,36251.81262836841,379.43834179791776,0,2,204.7489188046772
74,60674.33975706234,355.91592889031847,1,3,368.4311400604646
42,30008.83293817573,525.288688221975,0,3,359.6973374700492
67,91411.42903589277,249.516943515505,0,1,294.5827296699408
40,46764.71709648114,379.5071616805784,0,4,269.60669916605104
48,45151.02066055916,137.3988908223447,0,2,-43.28310498738864
47,67145.98854334878,250.4141589263187,0,4,70.11038729201238
59,43719.42738790327,335.33928375969083,0,2,1.409832126086286
52,71823.91712488499,439.31599690897815,0,2,378.67111730477484
24,55573.9074572979,177.40666350157971,1,4,263.0666118291668
77,48224.03149180656,378.6090640741111,0,3,35.10265663790665
33,46624.91144944437,293.6776543517041,1,1,328.6373566611005
43,68113.88255645393,147.84723466076875,0,2,329.703780769806
65,53457.308219052546,318.158684594879,1,3,109.73728663772005
74,56484.63096786155,470.9161232978212,1,2,254.49536533965045
69,58115.02808905443,187.95773400883832,0,1,304.4541645910881
77,51994.042778340365,289.00622846298165,1,2,61.21763757909423
66,57798.08339524975,201.33610153604337,0,1,308.975129923294
19,48225.14865978514,253.14170680899844,1,1,271.96918883318244
18,49252.87052260136,443.2170143524633,0,2,12.987501380243799
65,33213.27607959937,272.84755245086177,0,2,207.67065440390533
79,54466.40376377596,440.1565737515327,0,1,286.0781822338861
29,24206.884899316694,410.90540479315865,1,3,74.30408505018946
22,54253.37105916369,263.7262086515552,0,4,115.42263301024107
54,45790.75975752778,249.74005393937676,0,1,-25.128461277244725
49,55618.77664176467,210.4001193185498,0,2,112.47777139060551
76,34267.57498877486,206.91188058065958,1,2,186.80993594818614
72,18209.639479420366,335.3207394507843,0,3,41.04692116505504
26,44737.02039539691,298.02146847850344,0,4,-87.7013920101333
58,34311.30996714353,237.63945650707933,0,1,14.66896065766963
52,23291.649751842764,145.12370778767212,0,1,37.637248920052315
36,61519.749045418546,310.6178767822212,0,4,407.46902769550957
65,74018.5734071306,253.04478209386667,1,1,382.294607979034
33,38045.72846338175,280.4702304417906,0,4,361.382695745943
20,48863.437591678194,330.46618286980816,0,2,52.969714070543574
37,45383.21574980282,49.81971386121367,0,4,214.05855870159564
41,40116.52367035695,146.67253962908754,0,1,-329.7089984966841
71,59956.05820832032,529.6443076805189,0,4,348.66062682089023
73,65152.121906429275,249.33894933003822,0,3,357.4176735260219
50,36970.89216101594,48.25668976024707,0,2,78.44241972587179
41,50671.503006423554,155.00598204837473,1,2,275.9295665620409
69,69267.99550900841,548.4467368641433,0,4,-19.604190369579328
28,60335.54304822459,229.700253973016,1,1,73.427713413786
66,62565.46157600733,415.90152448971565,1,3,429.8109232874413
25,70519.77961163622,312.1117998337205,0,2,344.50139491455934
53,70322.67758559875,251.5032962501029,1,2,183.4247825872543
55,65429.639454545984,377.5445470763093,0,1,390.886197097665
57,52174.06122171771,61.56433246437118,0,1,198.16417904985477
37,44262.75473812862,155.88673801433973,0,3,83.26999049325933
79,51552.16647969778,250.76489878604391,0,4,181.61536071734116
52,41983.89970964947,165.70956017303916,0,1,69.45521717429578
65,20712.696904839766,241.92222114960285,0,4,-81.13757423906574
79,45807.514012999396,385.37130456828277,0,3,461.48931966324733
42,55362.89365755831,313.2136721335981,0,4,118.44226786995823
52,41190.958733507316,433.0617035509589,1,2,59.21594496272826
42,47108.303191420884,319.53752843517447,0,4,-89.69930487631257
46,47689.449260499016,399.24608314945266,0,3,-311.8900666818821
35,70352.85161328333,293.59296998715024,0,3,390.36437384907913
63,44608.440889626465,240.97245166402172,0,3,352.03586435289753
35,70349.50073275181,448.0568055541888,0,4,514.1123989398641
19,9312.642622280393,229.06497120639332,1,2,111.72391913116367
71,70217.83671993554,334.38448231242995,0,1,169.47561621239507
52,69461.09172293937,376.88973632244733,0,2,145.06653441749523
33,63533.820100837875,384.14927044708566,1,4,202.1710412787437
78,19821.229951943427,183.45573297799803,1,4,401.9461033497241
58,65283.30492833722,405.19504058282655,0,1,225.78306416916547
53,49248.212364871244,202.10447538927298,0,4,284.32103146895037
50,12059.938401130094,381.0703655349994,0,3,53.8255469636794
21,69472.66561752044,353.5173471049099,0,3,518.4666471896733
50,71662.59617823453,381.8630661779898,0,3,-119.43627691267983
31,21432.31892202243,179.49964789009726,0,3,-103.29023231055456
38,52631.3161295017,358.79297427343914,1,3,327.0840345332589
65,70828.86682166274,408.5593676408172,0,4,622.6358206535942
37,68452.4197018572,319.3395783161741,0,1,183.81875728357772
73,62540.91576739286,218.13833203954232,0,1,38.42150359327121
25,10291.206801537373,391.974761432799,0,3,339.91243077802346
24,60943.14149953721,311.39196281007696,0,4,307.76516768306203
20,46728.44152439086,132.5555736172304,0,2,434.7552028093536
34,64937.86293077742,210.38105376833397,1,2,-7.1563857104800945
50,53842.42187650737,247.37054687730262,0,4,464.7555956429302
65,49701.77584566703,450.58182876396563,0,3,-85.22975678592371
29,59613.557741138546,433.0183086306214,0,1,164.89451711436578
76,47421.29943392363,432.6968531056676,0,4,310.6688347431992
68,49635.84080162087,323.23602776838663,0,2,238.7979600198992
39,41671.64001306857,391.3594791779199,0,2,404.5976951404025
72,25918.865132231564,185.92205913141095,0,2,-224.90206722424048
39,58517.80210656907,300.68030983927713,1,3,285.3051311368732
63,37909.54520494145,345.1632701649596,0,2,420.26382398316827
47,46988.122009388986,192.51009426908797,0,4,215.0860988601061
55,54304.609376809,320.99120896418697,0,4,2.2404036966962053
55,18721.735346518417,468.6639185804344,1,2,385.81134151641083
62,22079.76644484765,355.87697845606266,0,4,40.085176706562436
68,45503.92135086196,391.7545206664121,0,2,35.318692355789466
71,56818.452234494835,54.75930765677376,0,2,-0.9143153420343708
25,61160.57405973742,455.7968849152924,0,1,188.16381402121158
44,26130.282561861393,281.38776522478304,0,3,197.01138572077525
44,59549.47226619223,223.13136859299578,0,3,-32.40792954893186
51,46323.95572525496,282.536214819007,0,1,-31.827642413578218
38,36752.641323552845,151.4977841719102,0,1,9.758485891853127
47,40271.72215910944,404.79420617521424,1,3,40.02513535841223
50,62027.8599806025,266.4604277226207,0,2,228.05340804335304
45,54110.08677628357,226.13691879739307,0,2,273.07818471248254
64,50754.59784132981,283.1944934311635,0,3,254.60340707909455
50,53652.4360821185,411.8015654576141,1,2,293.5514064595589
22,63921.4666492429,313.14584007812203,0,1,553.3558603640201
77,48543.50648895015,159.0306230466533,1,2,297.7267952079967
78,50814.78329681355,346.49808297410823,0,2,363.0722244688873
65,67072.56110206708,207.10200456773748,0,4,161.93217270551332
36,45026.20063605262,84.38989686251836,1,4,407.2926194906553
21,59272.108929210226,449.6007212717178,0,4,161.03378522692782
52,42444.43278990288,345.7229874827689,0,2,271.7508298458007
66,43761.98987882323,292.1729336196585,1,3,-47.532100516864176
34,48439.25364800545,265.4390485303301,0,1,216.66923854666825
61,57729.09279480148,439.7079500733316,0,2,34.3529335630686
45,67912.72943826603,608.7155150198405,0,3,463.9041412752976
47,51448.178953081624,344.87805185665167,0,2,382.5594554915853
